Título,Fecha,Contenido,Etiquetas,Número de Comentarios,Enlace
UNE prevé afectación de  1 070 MW en pico nocturno este viernes,2024-09-20 08:00:00,"Este jueves fue afectado el servicio las 24 horas del día por déficit de capacidad de generación y durante la madrugada de este viernes no se ha podido restablecer el servicio eléctrico, informó la Unión Nacional Eléctrica en su parte diario. La máxima afectación en el horario nocturno del jueves fue de 1 514 MW a las 20:20 horas, coincidente con el horario pico. Este viernes, la disponibilidad del SEN a las 07:00 horas era de 2 130 MW y la demanda, de 2 650 MW, con 520 MW afectados por déficit de capacidad de generación. En el horario de la media se estima una afectación de 650 MW. Están en avería la unidad 4 de la CTE Carlos Manuel de Céspedes, las unidades 5 y 6 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 5 de la CTE Rente. Las limitaciones en la generación térmica son de 437 MW. Están fuera de servicio por déficit de combustible 46 centrales de generación distribuida, con 312 MW afectados por este concepto. Para el pico, la UNE espera la entrada de la unidad 5 de la CTE Diez de Octubre, con 70 MW, y la recuperación de 100 MW de motores de la generación distribuida que no están disponibles por falta de combustible. Con este pronóstico, se estima para la hora pico una disponibilidad de 2 300 MW y una demanda máxima de 3 300 MW, para un déficit de 1 000 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1 070 MW en este horario.","Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",29,http://www.cubadebate.cu/noticias/2024/09/20/une-preve-afectacion-de-1-070-mw-en-pico-nocturno-este-viernes/
La Unión Eléctrica pronostica una afectación de 1360 MW para el horario pico nocturno,2024-09-19 11:50:00,"La Unión Eléctrica estima para la hora pico nocturna una disponibilidad de 1960 MW y una demanda máxima de 3250 MW, para un déficit de 1290 MW, por lo que, de mantenerse las condiciones previstas, se pronostica una afectación de 1360 MW en este horario . La disponibilidad del SEN a las 07:00 horas era de 1870 MW y la demanda de 2650 MW, con 831 MW afectados por déficit de capacidad de generación. En el horario de la media se estima una afectación de 980 MW. La jornada de ayer se afectó el servicio las 24 horas del dia por déficit de capacidad de generación y durante esta madrugada no se ha podido restablecer el servicio eléctrico. La máxima afectación fue de 1233 MW a las 20:30 horas, coincidente con el horario pico. Presentan aaverías la unidad 8 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz, la unidad 4 de la CTE Cienfuegos, las unidades 5 y 6 de la CTE Nuevitas, la unidad 2 de la CTE Felton y las unidades 5 y 6 de la CTE Renté. Las limitaciones en la generación térmica son de 302 MW. Se encuentran fuera de servicio por déficit de combustible 56 centrales de generación distribuida, para un total de 388 MW afectados por este concepto. Para el pico se estima la entrada de la unidad 8 de la CTE Mariel, con 70 MW, y la entrada de la unidad 4 de Energas Varadero, con 20 MW.","Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",30,http://www.cubadebate.cu/noticias/2024/09/19/la-union-electrica-pronostica-una-afectacion-de-1360-mw-para-el-horario-pico-nocturno/
UNE pronostica afectación de 1 390 MW durante pico nocturno de este miércoles,2024-09-18 09:24:00,"La central termoeléctrica Lidio Ramón (Felton). Foto: Juan Pablo Carreras Vidal/ ACN. La Unión Eléctrica estima para la hora pico nocturna de este miércoles una disponibilidad de 1 930 MW y una demanda máxima de 3 250 MW, para un déficit de 1 320 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1 390 MW en este horario. La disponibilidad del SEN a las 7 a.m. fue de 1 830 MW y la demanda, 2 790 MW, con 959 MW afectados por déficit de capacidad de generación. En el horario de la media se estima una afectación de 1 150 MW. Presentan averías la unidad 8 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz, las unidades 5 y 6 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 5 de la CTE Renté. Las limitaciones en la generación térmica son de 424 MW. Se encuentran fuera de servicio por combustible 59 centrales de generación distribuida, para un total de 582 MW afectado por este concepto. Para el pico se estima la entrada de siete motores de la patana de Melones, con 100 MW. El martes, el servicio presentó afectaciones las 24 horas del día por déficit de capacidad de generación, y durante esta madrugada no se ha podido restablecer el servicio eléctrico. La máxima afectación en el horario pico fue de 1 347 MW a las 10 p.m., coincidente con el horario pico. Superior a lo planificado por desabastecimiento de combustible diésel en las centrales de generación distribuida y salidas imprevistas de las unidades 6 de la CTE Nuevitas y 1 de la CTE Santa Cruz.","Cuba, Economía, Electricidad, Empresa Eléctrica, Generación Eléctrica, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",127,http://www.cubadebate.cu/noticias/2024/09/18/une-pronostica-afectacion-de-1-390-mw-durante-pico-nocturno-de-este-miercoles/
Unión Eléctrica pronostica afectación de 1030 MW en pico nocturno de este martes,2024-09-17 09:12:00,"a Termoeléctrica 10 de Octubre, en el municipio de Nuevitas, en Camagüey, el 25 de febrero de 2023. Foto: ACN A las 07:48 horas de la mañana de este lunes se restableció el servicio y a partir de las 08:33 horas se comenzó a afectar nuevamente por déficit de capacidad de generación y durante la madrugada no se ha podido restablecer el servicio eléctrico. La máxima afectación en el horario pico fue de 973 MW a las 20:50 horas, coincidente con el horario pico. La disponibilidad del Sistema Electroenergético Nacional a las 07:00 horas fue de 2170 MW la demanda 2550 MW, con 411 MW afectado por déficit de capacidad de generación. En el horario de la media se estima una afectación de 550 MW. Se encuentra en avería la unidad 8 de la CTE Mariel, la unidad 1 de la CTE Santa Cruz, la unidad 5 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 5 de la CTE Rente. Las limitaciones en la generación térmica son de 449 MW. Se encuentran fuera de servicio por combustible 59 centrales de generación distribuida, para un total de 448 MW afectado por este concepto. Para el pico se estima la entrada de la unidad 1 de la CTE Santa Cruz con 70 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2240 MW y una demanda máxima de 3200 MW, para un déficit de 960 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1030 MW en este horario. (Con información de la Unión Eléctrica)","Apagón, Apagones, Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",111,http://www.cubadebate.cu/noticias/2024/09/17/union-electrica-pronostica-afectacion-de-1030-mw-en-pico-nocturno-de-este-martes/
Unión Eléctrica pronostica déficit de 970 MW para el horario pico nocturno,2024-09-16 08:54:00,"Unión Electrica En el día de ayer se afectó el servicio por déficit de capacidad de generación las 24 horas del día y no se ha podido restablecer el servicio durante la madrugada de hoy. La máxima afectación en el horario pico fue de 715 MW a las 20:50 horas, coincidente con el horario pico. La disponibilidad del SEN a las 07:00 horas es de 2300 MW la demanda 2450 MW, con 106 MW afectado por déficit de capacidad de generación. En el horario de la media se estima una afectación de 450 MW. Se encuentra en avería la unidad 2 de la CTE Felton, la unidad 5 de la CTE Rente y la unidad 8 de la CTE Mariel. Las limitaciones en la generación térmica son de 527 MW. Se encuentran fuera de servicio por combustible 51 centrales de generación distribuida, para un total de 341 MW afectado por este concepto. Se estima para la hora pico una disponibilidad de 2300 MW y una demanda máxima de 3200 MW, para un déficit de 900 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 970 MW en este horario. UNE-MINEM","Apagón, Apagones, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sociedad, Unión Eléctrica (UNE)",41,http://www.cubadebate.cu/noticias/2024/09/16/union-electrica-pronostica-deficit-de-970-mw-para-el-horario-pico-nocturno/
Unión Eléctrica pronostica este sábado afectación de 890 MW en horario pico,2024-09-14 10:16:00,"Termoeléctrica Lidio Ramón Pérez, de Felton1 La Unión Eléctrica estima para la hora pico de este sábado una disponibilidad de 2 380 MW y una demanda máxima de 3 200 MW, para un déficit de 820 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 890 MW en este horario. A las 07:55 horas de la mañana del viernes, informó la entidad, se restableció el servicio en el SEN, a las 10:10 horas se comenzó a afectar el servicio por déficit de capacidad de generación y no se ha podido restablecer el servicio durante la madrugada de hoy. La máxima afectación en el horario pico fue de 856 MW a las 20:20 horas, coincidente con la hora pico. Superior a lo planificado por demanda mayor a lo pronosticado. La disponibilidad del SEN a las 07:00 horas de este sábado era de 2 380 MW la demanda 2 490 MW, con 169 MW afectado por déficit de capacidad de generación. En el horario de la media se estima una afectación de 400 MW. Se encuentra en avería la unidad 2 de la CTE Felton y las unidades 5 y 6 de la CTE Rente. Las limitaciones en la generación térmica son de 523 MW. Se encuentran fuera de servicio por combustible 50 centrales de generación distribuida y motores en la patana de Regla, para un total de 402 MW afectado por este concepto. (Con información de la UNE)","Apagón, Apagones, Cuba, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",35,http://www.cubadebate.cu/noticias/2024/09/14/union-electrica-pronostica-este-sabado-afectacion-de-890-mw-en-horario-pico/
UNE prevé afectación de 822 MW en pico nocturno este viernes,2024-09-13 09:31:00,"Foto: PL. En el día de ayer jueves 12 de septiembre se afectó el servicio por déficit de capacidad de generación desde las 09:50 horas y no se ha podido restablecer el servicio en la madrugada de hoy. La máxima afectación en el horario pico fue de 803 MW a las 22:50 horas, no coincidente con la hora pico. Superior a lo planificado por indisponibilidad de combustible en la patana de Melones y demanda superior a lo pronosticado. La disponibilidad del SEN a las 07:00 horas es de 2 300 MW y la demanda de 2 465 MW, con 204 MW afectados por déficit de capacidad de generación. En el horario de la media se estima una afectación de 400 MW. Se encuentran en avería la unidad 5 de la CTE Rente y la unidad 2 de la CTE Felton. Las limitaciones en la generación térmica son de 586 MW. Se encuentran fuera de servicio por combustible 45 centrales de generación distribuida y motores en la patana de Melones, para un total de 395 MW afectados por este concepto. Para el pico se estima la entrada de ocho motores en la patana de Melones, con 128 MW. Se estima para la hora pico nocturna una disponibilidad de 2 428 MW y una demanda máxima de 3 180 MW, para un déficit de 752 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 822 MW en este horario.","Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Producción, Termoeléctrica, Unión Eléctrica (UNE)",61,http://www.cubadebate.cu/noticias/2024/09/13/sen-estima-afectacion-de-400-mw-en-horario-de-la-media/
La Unión Eléctrica pronostica una afectación de 720 MW para el horario pico nocturno,2024-09-12 08:37:00,"La Unión Eléctrica estima para la hora pico nocturna de este jueves una disponibilidad de 2 450 MW y una demanda máxima de 3 100 MW, para un déficit de 650 MW, por lo que, de mantenerse las condiciones previstas, se pronostica una afectación de 720 MW en este horario. La disponibilidad del SEN a las 07:00 horas era de 2 450 MW  y la demanda de 2 400 MW, con todo el sistema con servicio. En el horario de la media se estima una afectación de 150 MW. Durante la jornada de ayer se afectó el servicio por déficit de capacidad de generación desde las 16:14 horas hasta las 02:55 de la madrugada de hoy. La máxima afectación en el horario pico fue de 485 MW a las 21:40 horas, coincidente con el horario pico. Presenta avería la unidad 5 de la CTE Renté y la unidad 2 de la CTE Felton. Las limitaciones en la generación térmica son de 586 MW. Se encuentran fuera de servicio por déficit de combustible 43 centrales de generación distribuida, para un total de 280 MW afectados por este concepto.","Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",24,http://www.cubadebate.cu/noticias/2024/09/12/la-union-electrica-pronostica-una-afectacion-de-720-mw-para-el-horario-pico-nocturno/
Unión Eléctrica estima una afectación de 570 MW para el horario pico nocturno de este miércoles,2024-09-11 08:38:00,"Foto: Archivo/Cubadebate. La disponibilidad del SEN a las 07:00 horas es de 2650 MW la demanda 2420 MW, con todo el sistema con servicio. En el horario de la media se estima una afectación de 250 MW . Se encuentra en avería la unidad 5 de la CTE Rente y la unidad 2 de la CTE Felton . Las limitaciones en la generación térmica son de 587 MW. Se encuentran fuera de servicio por combustible 32 centrales de generación distribuida , para un total de 242 MW afectado por este concepto. Se estima para la hora pico una disponibilidad de 2650 MW y una demanda máxima de 3150 MW, para un déficit de 500 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 570 MW en este horario . En el día de ayer a las 07:40 horas se restableció el servicio, se comenzó a afectar nuevamente a las 08:37 horas de la mañana y se restableció a las 01:09 horas de la madrugada de hoy. La máxima afectación en el horario pico fue de 698 MW a las 20:30 horas, coincidente con la hora pico. (Con información de la UNE)","Ahorro, Apagones, Economía, Electricidad, Empresa Eléctrica, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",10,http://www.cubadebate.cu/noticias/2024/09/11/union-electrica-estima-una-afectacion-de-570-mw-para-el-horario-pico-nocturno-de-este-miercoles/
La Unión Eléctrica estima una afectación de 820 MW en horario pico de este 9 de septiembre,2024-09-09 08:21:00,"La Unión Eléctrica estima para el horario pico nocturno de este 9 de septiembre un déficit de 750 MW, informó la empresa en su parte habitual. En el día de ayer se afectó el servicio las 24 horas del dia, la afectacion se ha mantenido durante toda la madrugada de hoy. La máxima afectación en el horario pico fue de 859 MW a las 23:00 horas, coincidente con la hora pico. Afectacion superior a lo planificado por demanda superior al pronóstico. La disponibilidad del SEN a las 07:00 horas es de 2250 MW la demanda 2555 MW, con 375 MW afectado por déficit de capacidad de generación. En el horario de la media se estima una afectación de 550 MW. Se encuentra en avería la unidad 8 de la CTE Mariel, la unidad 5 de la CTE Rente, la unidad 1 de la CTE Santa Cruz y la unidad 2 de la CTE Felton. Las limitaciones en la generación térmica son de 496 MW. Se encuentran fuera de servicio por combustible 52 centrales de generación distribuida y la patana de Regla, para un total de 390 MW afectado por este concepto. Para el pico se estima la entrada de la unidad 1 de la CTE Santa Cruz con 80 MW, la entrada de la patana de Regla con 45 MW y el completamiento de la unidad 1 de la CTE Felton con 70 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2450 MW y una demanda máxima de 3200 MW, para un déficit de 750 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 820 MW en este horario. (Con información de la UNE)","Ahorro, Apagón, Apagones, Economía, Electricidad, Empresa Eléctrica, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE)",24,http://www.cubadebate.cu/noticias/2024/09/09/la-union-electrica-estima-un-deficit-de-750-mw-en-horario-pico-de-este-9-de-septiembre/
La Unión Eléctrica pronostica una afectación de 715 MW para el pico nocturno de este viernes,2024-09-06 09:16:00,"Foto: Archivo de Cubadebate La Unión Eléctrica de Cuba informa que en el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 11:22 horas de la mañana hasta la 12:00 horas, y a partir de las 16:12 horas de la tarde la afectación se ha mantenido durante toda la madrugada de hoy. La máxima afectación en el horario pico fue de 689 MW a las 20:20 horas , no coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2320 MW la demanda 2450 MW, con 100 MW afectado por déficit de capacidad de generación. En el horario de la media se estima una afectación de 300 MW. Se encuentra en avería la unidad 5 de la CTE Rente, la unidad 2 de la CTE Santa Cruz y la unidad 2 de la CTE Felton. Las limitaciones en la generación térmica son de 447 MW. Se encuentran fuera de servicio por combustible 43 centrales de generación distribuida, para un total de 281 MW afectado por este concepto. Para el pico se estima el completamiento de la unidad 6 de la CTE Mariel con 85 MW, la entrada de la unidad 1 de Energas Boca de Jaruco con 30 MW y el completamiento de la unidad 6 de esta misma central con 20 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2455 MW y una demanda máxima de 3100 MW , para un déficit de 645 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 715 MW en este horario. (Con información de UNE-Minem)","Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Unión Eléctrica (UNE)",30,http://www.cubadebate.cu/noticias/2024/09/06/la-union-electrica-pronostica-una-afectacion-de-715-mw-para-el-pico-nocturno-de-este-viernes/
UNE prevé afectación de 670 MW durante pico nocturno de este jueves y un déficit de 200 MW en jornada diurna,2024-09-05 09:23:00,"La Unión Eléctrica prevé una afectación de 665 MW durante el pico nocturno de este jueves y un déficit de 200 MW en la jornada diurna, según informó la empresa en su parte habitual. La disponibilidad del SEN a las 07:00 horas es de 2400 MW la demanda 2390 MW. En el horario de la media se estima una afectación de 200 MW, refiere la nota. Se encuentra en avería la unidad 5 de la CTE Rente, la unidad 6 de la CTE Mariel, y la unidad 2 de la CTE Felton. Las limitaciones en la generación térmica son de 511 MW. Se encuentran fuera de servicio por combustible 49 centrales de generación distribuida, para un total de 363 MW afectado por este concepto. Para el pico se estima la recuperación de 50 MW en motores de la generación distribuida que se encuentran fuera por combustible. Con este pronóstico, se estima para la hora pico una disponibilidad de 2450 MW y una demanda máxima de 3050 MW, para un déficit de 600 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 670 MW en este horario. En el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 10:28 horas de la mañana hasta la 01:48 horas de la madrugada de hoy. La máxima afectación en el horario pico fue de 620 MW a las 19:00 horas, no coincidente con la hora pico. (Con información de la UNE) Vea además: Situación actual y futura de la generación eléctrica en Cuba: El ministro responde en la Mesa Redonda","Cuba, Economía, Electricidad, Empresa Eléctrica, Generación Eléctrica, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",6,http://www.cubadebate.cu/noticias/2024/09/05/une-preve-afectacion-de-670-mw-durante-pico-nocturno-de-este-jueves-y-un-deficit-de-200-mw-en-jornada-diurna/
UNE pronostica afectación de 665 MW durante pico nocturno de este miércoles,2024-09-04 09:10:00,"La central termoeléctrica Lidio Ramón (Felton). Foto: Juan Pablo Carreras Vidal/ ACN. La Unión Eléctrica estima para la hora pico nocturna de este miércoles una disponibilidad de 2 455 MW y una demanda máxima de 3 050 MW, para un déficit de 595 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 665 MW en este horario. La disponibilidad del SEN a las 7 a.m. es de 2 250 MW y la demanda, 2 440 MW, con 212 MW afectados por déficit de capacidad en el SEN. Se estima una afectación en el horario de la media de 380 MW. Presentan averías las unidades 3, 5 y 6 de la CTE Renté, la unidad 4 de la CTE Cienfuegos, la unidad 6 de la CTE Mariel, y la unidad 2 de la CTE Felton. Las limitaciones en la generación térmica son de 352 MW. Se encuentran fuera de servicio por combustible 44 centrales de generación distribuida, para un total de 280 MW afectados por este concepto. Para el pico se estima la entrada de las unidades 3 (70 MW) y 6 (50 MW) de la CTE Renté, y la entrada de la unidad 4 de la CTE Cienfuegos, con 85 MW. En el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 11 a.m. hasta las 12:13 p.m. y desde las 15:45 p.m. La afectación se ha mantenido durante toda la madrugada de este miércoles. La máxima afectación en el horario pico fue de 701 MW a las 8:40 a.m., no coincidente con la hora pico. Superior al pronóstico por incremento de la demanda en el horario pico.","Cuba, Economía, Electricidad, Empresa Eléctrica, Generación Eléctrica, Gobierno, Ministerio de Energía y Minas (MINEM), Sistema Eléctrico Nacional (SEN), Termoeléctrica, Unión Eléctrica (UNE)",23,http://www.cubadebate.cu/noticias/2024/09/04/une-pronostica-afectacion-de-665-mw-durante-pico-nocturno-de-este-miercoles/
UNE prevé afectación de 610 MW en pico nocturno este martes,2024-09-03 09:21:00,"Central termoeléctrica Antonio Guiteras, en Matanzas. Foto: Archivo. La Unión Eléctrica informa que en el día de ayer se afectó el servicio por déficit de capacidad de generación desde las 11:30 horas de la mañana hasta las 13:00 horas, desde las 13:38 horas hasta las 14:42 horas de la tarde y desde las 16:17 horas de la tarde hasta las 23:33 horas de la noche. La máxima afectación en el horario pico fue de 448 MW a las 20:20 horas, coincidente con la hora pico. La disponibilidad del SEN a las 07:00 horas es de 2330 MW la demanda 2220 MW, con todo el sistema con servicio. Se estima una afectación en el horario de la media de 150 MW. Se encuentra en avería las unidades 3, 5 y 6 de la CTE Rente, la unidad 4 de la CTE Cienfuegos, la unidad 6 de la CTE Mariel, y la unidad 2 de la CTE Felton. Las limitaciones en la generación térmica son de 376 MW. La UNE agrega en su parte diario que se encuentran fuera de servicio por combustible 39 centrales de generación distribuida , para un total de 206 MW afectado por este concepto. Para el pico se estima la entrada de 2 motores de Patana Melones con 30 MW. Con este pronóstico, se estima para la hora pico una disponibilidad de 2360 MW y una demanda máxima de 2900 MW, para un déficit de 540 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 610 MW en este horario.","Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",6,http://www.cubadebate.cu/noticias/2024/09/03/une-preve-afectacion-de-610-mw-en-pico-nocturno-este-martes/
UNE prevé afectación de 420 MW en pico nocturno este lunes,2024-09-02 09:08:00,"Este domingo fue afectado el servicio por déficit de capacidad de generación desde las 08:14 horas. El servicio quedó restablecido a las 23:52 horas. La máxima afectación en el día fue de 225 MW a las 20:20 horas, no coincidente con la hora pico. Este lunes, la disponibilidad del SEN a las 07:00 horas era de 2 500 MW y la demanda, de 2 200 MW, con todo el sistema con servicio, informó la UNE en su parte diario. Se estima en el horario de la media no se afecte el servicio por déficit de capacidad de generación. Están fuera por avería la unidad 6 de la CTE Mariel, la unidad 4 de la CTE Carlos M. de Céspedes, la unidad 2 de la CTE Felton y las unidades 3 y 5 de la CTE Rente. Las limitaciones en la generación térmica son de 480 MW. Están fuera de servicio por déficit de combustible 37 centrales de generación distribuida, con 214 MW afectados por este concepto. Para el pico de este lunes se espera la entrada de los motores de la generación distribuida que están pasados de horas de mantenimiento y cuyo uso se autoriza, con 100 MW. Con este pronóstico, se prevé una disponibilidad de 2 600 MW y una demanda máxima de 2 950 MW, para un déficit de 350 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 420 MW en este horario.","Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",17,http://www.cubadebate.cu/noticias/2024/09/02/une-preve-afectacion-de-420-mw-en-pico-nocturno-este-lunes/
UNE: Se pronostica una afectación de 1378 MW en el horario pico,2024-10-15 09:26:00,"Central termoeléctrica Antonio Guiteras. Foto: Archivo/ Cubadebate. En el día de ayer se afectó el servicio por déficit de capacidad de generación las 24 horas del día, no se pudo restablecer el servicio en la madrugada de hoy. La máxima afectación por déficit de capacidad de generación en el horario pico fue de 1358 MW a las 19:30 horas, coincidente con el horario pico. La disponibilidad del SEN a las 07:00 horas es de 1830 MW la demanda 2560 MW, con 765 MW afectado por déficit de capacidad. En el horario de la media se estima una afectación por déficit de 950 MW. Se encuentra en avería la unidad la unidad 5 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 3 de la CTE Renté. En mantenimiento se encuentra la unidad 2 de la CTE Santa Cruz, la unidad 4 de la CTE Cienfuegos y la unidad 5 de la CTE Renté. Las limitaciones en la generación térmica son de 419 MW. Se encuentran fuera de servicio por combustible 43 centrales de generación distribuida, la patana de Mariel, la CDE Mariel, motores en la patana de Melones y la patana de Santiago de Cuba para un total de 606 MW, de ellos 262 MW en grupos distribuido, 260 MW en las patanas y 84 MW en la CDE Mariel. Para el pico se estima la recuperación de 60 MW en motores de la generación distribuida que están fuera por combustible y la entrada de 6 motores en la patana de Melones con 102 MW. Se estima para la hora pico una disponibilidad de 1992 MW y una demanda máxima de 3300 MW, para un déficit de 1308 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1378 MW en este horario. Unidad tres y cuatro de la central termoeléctrica de Cienfuegos. Foto: Abel Padrón Padilla/ Cubadebate. A las 22.02 horas del lunes 14 de octubre, la Central Termoeléctrica de Cienfuegos salió del sistema eléctrico nacional para cumplir con el mantenimiento previsto y necesario en el bloque 4. Usted debe mantenerse informado a través de los perfiles y los canales de comunicación oficial del país, sobre la marcha de este importante e impostergable proceso. (Con información de la UNE) Compartir en Facebook Compartir en Twitter Compartir en WhatsApp Compartir en Telegram Noticias Economía Baja extratropical en el Golfo de México afectará el occidente cubano con intensas lluvias 9 mayo 2025 | + | India y Pakistán en peligrosa escalada militar tras atentado en Cachemira 9 mayo 2025 | + | Evalúan Cuba y México avances en cooperación migratoria durante encuentro bilateral 9 mayo 2025 | + | Presidente estadounidense modera postura arancelaria con Beijing 9 mayo 2025 | + | Así te lo contamos con la IA: Nuevo Papa en el Vaticano, 80 años de la victoria contra el fascismo y más 9 mayo 2025 | + | ir aNoticias » Presidente estadounidense modera postura arancelaria con Beijing 9 mayo 2025 | + | Unión Eléctrica pronostica déficit de 1612 MW para el horario pico nocturno de este viernes 9 mayo 2025 | 28 | Avanzan trabajos de mantenimiento en la Central Termoeléctrica Antonio Guiteras 8 mayo 2025 | 7 | Este domingo en Cuadrando la caja: “Bajo el fuego cruzado de la guerra arancelaria” 8 mayo 2025 | 1 | La UNE pronostica una afectación de 1540 MW en el pico nocturno de este jueves 8 mayo 2025 | 17 | ir aEconomía »","Apagón, Apagones, Cuba, Economía, Electricidad, Gobierno, Ministerio de Energía y Minas (MINEM), Unión Eléctrica (UNE), ´",15,http://www.cubadebate.cu/noticias/2024/10/15/une-se-pronostica-una-afectacion-de-1378-mw-en-el-horario-pico/
"Afectación eléctrica para el pico nocturno de este lunes superará los 1300 MW, informa la UNE",2024-10-14 09:56:00,"La Unión Eléctrica informa que en el día de ayer se afectó el servicio por déficit de capacidad de generación las 24 horas del día , no se pudo restablecer el servicio en la madrugada de hoy. La máxima afectación por déficit de capacidad de generación en el horario pico fue de 1346 MW a las 18:10 horas, no coincidente con el horario pico. La disponibilidad del SEN a las 07:00 horas es de 1950 MW la demanda 2600 MW, con 697 MW afectado por déficit de capacidad. En el horario de la media se estima una afectación por déficit de 950 MW. Se encuentra en avería la unidad 3 de la CTE Santa Cruz, la unidad 4 de la CTE Cienfuegos, la unidad 5 de la CTE Nuevitas, la unidad 2 de la CTE Felton y la unidad 3 de la CTE Renté. En mantenimiento se encuentra la unidad 2 de la CTE Santa Cruz y la unidad 5 de la CTE Renté. Las limitaciones en la generación térmica son de 366 MW. Se encuentran fuera de servicio por combustible 37 centrales de generación distribuida, motores en la patana de Mariel y la patana de Santiago de Cuba para un total de 402 MW, de ellos 261 MW en grupos distribuidos y 141 MW en las patanas. Para el pico se estima la recuperación de 60 MW en motores de la generación distribuida que están fuera por combustible y la entrada de la unidad 3 de la CTE Santa Cruz con 50 MW. Se estima para la hora pico una disponibilidad de 2060 MW y una demanda máxima de 3360 MW, para un déficit de 1300 MW, por lo que de mantenerse las condiciones previstas se pronostica una afectación de 1370 MW en este horario.","Apagones, Combustibles, Economía, Electricidad, Energía, Gobierno, Ministerio de Energía y Minas (MINEM), Termoeléctrica, Unión Eléctrica (UNE)",88,http://www.cubadebate.cu/noticias/2024/10/14/afectacion-electrica-para-el-pico-nocturno-de-este-lunes-superara-los-1300-mw-informa-la-une/
